Date,Open,High,Low,Close,Adj Close,Volume,dividendYield,targetMeanPrice,earningsDate,beta,priceToBook,priceToSalesTrailing12Months,forwardPE
2020-04-09,166.36000061035156,167.3699951171875,163.3300018310547,165.13999938964844,159.27529907226562,51385100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-13,164.35000610351562,165.57000732421875,162.3000030517578,165.50999450683594,159.6321563720703,41905300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-14,169.0,173.75,168.0,173.6999969482422,167.5312957763672,52874300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,165.77597045898438,40940800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,170.75267028808594,50479600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,172.2572784423828,52765600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,168.843017578125,36669600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,161.86012268066406,56203700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,167.35769653320312,34620200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,165.3322296142578,32790800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,168.35110473632812,34277600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,167.86886596679688,33194400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,163.77944946289062,34392700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,171.12884521484375,51286600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-04-30,180.0,180.39999389648438,176.22999572753906,179.2100067138672,172.8456268310547,53875900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,168.37042236328125,39370500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,172.48876953125,30372900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-05,180.6199951171875,183.64999389648438,179.89999389648438,180.75999450683594,174.340576171875,36839200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,176.05734252929688,32139300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.60000610351562,177.07969665527344,28316000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-08,184.97999572753906,185.0,183.36000061035156,184.67999267578125,178.12132263183594,30877800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-11,183.14999389648438,187.50999450683594,182.85000610351562,186.74000549316406,180.10818481445312,30892700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.50999450683594,176.02838134765625,32038200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,173.3664093017578,44711500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,174.11868286132812,41873900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-15,179.05999755859375,187.05999755859375,177.0,183.16000366210938,176.6553497314453,46610400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210938,178.3431854248047,35264500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-19,185.02999877929688,186.60000610351562,183.49000549316406,183.6300048828125,177.10865783691406,26799100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-20,184.80999755859375,185.85000610351562,183.94000244140625,185.66000366210938,179.56527709960938,31261300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-21,185.39999389648438,186.6699981689453,183.2899932861328,183.42999267578125,177.40846252441406,29119500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.50999450683594,177.48585510253906,20826900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-26,186.33999633789062,186.5,181.10000610351562,181.57000732421875,175.60952758789062,36073600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-27,180.1999969482422,181.99000549316406,176.60000610351562,181.80999755859375,175.84165954589844,39517100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-28,180.74000549316406,184.14999389648438,180.3800048828125,181.39999389648438,175.44509887695312,33810200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-05-29,182.72999572753906,184.27000427246094,180.41000366210938,183.25,177.23440551757812,42130400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,176.8282012939453,22622400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-02,184.25,185.0,181.35000610351562,184.91000366210938,178.8398895263672,30794600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.36000061035156,179.275146484375,27311000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-04,184.3000030517578,185.83999633789062,182.3000030517578,182.9199981689453,176.9152069091797,28761800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-05,182.6199951171875,187.72999572753906,182.00999450683594,187.1999969482422,181.05470275878906,39893600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-08,185.94000244140625,188.5500030517578,184.44000244140625,188.36000061035156,182.17662048339844,33211600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-09,188.0,190.6999969482422,187.25999450683594,189.8000030517578,183.5693359375,29783900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-10,191.1300048828125,198.52000427246094,191.00999450683594,196.83999633789062,190.37828063964844,43872300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-11,193.1300048828125,195.75999450683594,186.07000732421875,186.27000427246094,180.1552276611328,52854700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-12,190.5399932861328,191.72000122070312,185.17999267578125,187.74000549316406,181.5769805908203,43373600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-15,184.5800018310547,190.82000732421875,184.00999450683594,188.94000244140625,182.7375946044922,32770200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-16,192.88999938964844,195.5800018310547,191.4600067138672,193.57000732421875,187.21559143066406,42556700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-17,195.02999877929688,196.32000732421875,193.69000244140625,194.24000549316406,187.86361694335938,25687800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-18,194.0,196.49000549316406,194.0,196.32000732421875,189.87530517578125,23061600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-19,198.58999633789062,199.2899932861328,194.3699951171875,195.14999389648438,188.7436981201172,44441100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-22,195.7899932861328,200.75999450683594,195.22999572753906,200.57000732421875,193.98580932617188,32818900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-23,202.08999633789062,203.9499969482422,201.42999267578125,201.91000366210938,195.2818603515625,30917400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-24,201.60000610351562,203.25,196.55999755859375,197.83999633789062,191.34542846679688,36740600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-25,197.8000030517578,200.61000061035156,195.47000122070312,200.33999633789062,193.76332092285156,27803900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-26,199.72999572753906,199.88999938964844,194.8800048828125,196.3300018310547,189.885009765625,54675800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-29,195.77999877929688,198.52999877929688,193.5500030517578,198.44000244140625,191.92575073242188,26701600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-06-30,197.8800048828125,204.39999389648438,197.74000549316406,203.50999450683594,196.8292999267578,34310300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-01,203.13999938964844,206.35000610351562,201.77000427246094,204.6999969482422,197.980224609375,32061200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-02,205.67999267578125,208.02000427246094,205.0,206.25999450683594,199.489013671875,29315800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-06,208.8300018310547,211.1300048828125,208.08999633789062,210.6999969482422,203.7832794189453,31897600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-07,210.4499969482422,214.6699981689453,207.99000549316406,208.25,201.41368103027344,33600700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-08,210.07000732421875,213.25999450683594,208.69000244140625,212.8300018310547,205.8433380126953,33600000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-09,216.3300018310547,216.3800048828125,211.47000122070312,214.32000732421875,207.28443908691406,33121700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-10,213.6199951171875,214.0800018310547,211.0800018310547,213.6699981689453,206.65577697753906,26177600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-13,214.47999572753906,215.8000030517578,206.5,207.07000732421875,200.27247619628906,38135600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-14,206.1300048828125,208.85000610351562,202.02999877929688,208.35000610351562,201.5104217529297,37591800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-15,209.55999755859375,211.3300018310547,205.02999877929688,208.0399932861328,201.21058654785156,32179400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-16,205.39999389648438,205.6999969482422,202.30999755859375,203.9199981689453,197.22584533691406,29940700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-17,204.47000122070312,205.0399932861328,201.38999938964844,202.8800048828125,196.21998596191406,31635300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-20,205.0,212.3000030517578,203.00999450683594,211.60000610351562,204.65374755859375,36884800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-21,213.66000366210938,213.94000244140625,208.02999877929688,208.75,201.89727783203125,37990400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-22,209.1999969482422,212.3000030517578,208.38999938964844,211.75,204.798828125,49605700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-23,207.19000244140625,210.9199981689453,202.14999389648438,202.5399932861328,195.89114379882812,67457000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-24,200.4199981689453,202.86000061035156,197.50999450683594,201.3000030517578,194.69186401367188,39827000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-27,201.47000122070312,203.97000122070312,200.86000061035156,203.85000610351562,197.15817260742188,30160900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-28,203.61000061035156,204.6999969482422,201.74000549316406,202.02000427246094,195.38819885253906,23251400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-29,202.5,204.64999389648438,202.00999450683594,204.05999755859375,197.36123657226562,19632600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-30,201.0,204.4600067138672,199.57000732421875,203.89999389648438,197.20648193359375,25079600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-07-31,204.39999389648438,205.10000610351562,199.00999450683594,205.00999450683594,198.2800750732422,51044000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-03,211.52000427246094,217.63999938964844,210.44000244140625,216.5399932861328,209.43153381347656,78983000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-04,214.1699981689453,214.77000427246094,210.30999755859375,213.2899932861328,206.28822326660156,49280100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-05,214.89999389648438,215.0,211.57000732421875,212.94000244140625,205.9497528076172,28806400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-06,212.33999633789062,216.3699951171875,211.5500030517578,216.35000610351562,209.24778747558594,32656800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-07,214.85000610351562,215.6999969482422,210.92999267578125,212.47999572753906,205.5048065185547,27820400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-10,211.6699981689453,211.8800048828125,206.35000610351562,208.25,201.41368103027344,36716500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-11,207.16000366210938,207.64999389648438,203.13999938964844,203.3800048828125,196.70358276367188,36446500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,202.32284545898438,28013100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-13,209.44000244140625,211.35000610351562,208.14999389648438,208.6999969482422,201.8489227294922,22588900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-14,208.75999450683594,209.58999633789062,207.50999450683594,208.89999389648438,202.04232788085938,17958900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-17,209.60000610351562,211.19000244140625,208.9199981689453,210.27999877929688,203.37704467773438,20184800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-18,210.52999877929688,212.36000061035156,209.2100067138672,211.49000549316406,204.54733276367188,21336200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-19,211.49000549316406,212.10000610351562,209.25,209.6999969482422,203.30636596679688,27627600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-20,209.5399932861328,215.0,208.91000366210938,214.5800018310547,208.0375518798828,26981500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-21,213.86000061035156,216.25,212.85000610351562,213.02000427246094,206.52513122558594,36249300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-24,214.7899932861328,215.52000427246094,212.42999267578125,213.69000244140625,207.17471313476562,25460100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-25,213.10000610351562,216.61000061035156,213.10000610351562,216.47000122070312,209.8699188232422,23043700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-26,217.8800048828125,222.08999633789062,217.36000061035156,221.14999389648438,214.4072265625,39600800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-27,222.88999938964844,231.14999389648438,219.39999389648438,226.5800018310547,219.67169189453125,57602200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210938,221.9306640625,26292900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-08-31,227.0,228.6999969482422,224.30999755859375,225.52999877929688,218.6537322998047,28774200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-01,225.50999450683594,227.4499969482422,224.42999267578125,227.27000427246094,220.34066772460938,25725500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-02,227.97000122070312,232.86000061035156,227.35000610351562,231.64999389648438,224.58714294433594,34080800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-03,229.27000427246094,229.30999755859375,214.9600067138672,217.3000030517578,210.6746063232422,58400300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-04,215.10000610351562,218.36000061035156,205.19000244140625,214.25,207.71762084960938,59664100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210938,196.4810333251953,52924300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-09,207.60000610351562,214.83999633789062,206.6999969482422,211.2899932861328,204.84786987304688,45679000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-10,213.39999389648438,214.74000549316406,204.11000061035156,205.3699951171875,199.1083984375,35461500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-11,207.1999969482422,208.6300048828125,201.24000549316406,204.02999877929688,197.80926513671875,33620100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-14,204.24000549316406,209.1999969482422,204.02999877929688,205.41000366210938,199.14718627929688,30375800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,202.41441345214844,21823900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-16,210.6199951171875,210.64999389648438,204.63999938964844,205.0500030517578,198.7981414794922,26328100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210938,196.72340393066406,34011300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-18,202.8000030517578,203.64999389648438,196.25,200.38999938964844,194.28024291992188,55225300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,196.3646697998047,39839700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-22,205.05999755859375,208.10000610351562,202.0800018310547,207.4199981689453,201.09588623046875,33517100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-23,207.89999389648438,208.10000610351562,200.02999877929688,200.58999633789062,194.47412109375,30803800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-24,199.85000610351562,205.57000732421875,199.1999969482422,203.19000244140625,196.99485778808594,31202500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,201.4836883544922,29437300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-28,210.8800048828125,212.57000732421875,208.05999755859375,209.44000244140625,203.0543212890625,32004900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-29,209.35000610351562,210.07000732421875,206.80999755859375,207.25999450683594,200.94076538085938,24221900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-09-30,207.72999572753906,211.97999572753906,206.5399932861328,210.3300018310547,203.9171600341797,33829100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-01,213.49000549316406,213.99000549316406,211.32000732421875,212.4600067138672,205.98223876953125,27158400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-02,208.0,210.99000549316406,205.5399932861328,206.19000244140625,199.90338134765625,33154800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-05,207.22000122070312,210.41000366210938,206.97999572753906,210.3800048828125,203.96563720703125,21331600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-06,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210938,199.63192749023438,28554300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-07,207.05999755859375,210.11000061035156,206.72000122070312,209.8300018310547,203.43240356445312,25681100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-08,210.50999450683594,211.19000244140625,208.32000732421875,210.5800018310547,204.15951538085938,19925800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-09,211.22999572753906,215.86000061035156,211.22999572753906,215.80999755859375,209.23008728027344,26458000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-12,218.7899932861328,223.86000061035156,216.80999755859375,221.39999389648438,214.64962768554688,40461400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-13,222.72000122070312,225.2100067138672,220.42999267578125,222.86000061035156,216.06512451171875,28950800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-14,223.0,224.22000122070312,219.1300048828125,220.86000061035156,214.12611389160156,23421700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-15,217.10000610351562,220.36000061035156,216.00999450683594,219.66000366210938,212.9626922607422,22733100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-16,220.14999389648438,222.2899932861328,219.32000732421875,219.66000366210938,212.9626922607422,26057900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,207.6885528564453,27625800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789062,214.64999389648438,208.10545349121094,22753500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-21,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,208.25088500976562,22724900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-22,213.92999267578125,216.05999755859375,211.6999969482422,214.88999938964844,208.33810424804688,22351500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-23,215.02999877929688,216.27999877929688,213.16000366210938,216.22999572753906,209.63729858398438,18879600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-26,213.85000610351562,216.33999633789062,208.10000610351562,210.0800018310547,203.67477416992188,37111600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-27,211.58999633789062,214.6699981689453,210.3300018310547,213.25,206.7481231689453,36700300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-28,207.6699981689453,208.83999633789062,202.10000610351562,202.67999267578125,196.50039672851562,51195600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-29,204.07000732421875,207.36000061035156,203.3699951171875,204.72000122070312,198.47821044921875,31432600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-10-30,203.5,204.2899932861328,199.6199951171875,202.47000122070312,196.29678344726562,36953700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-02,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,196.1610870361328,30842200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-03,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,200.1360626220703,27512000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-04,214.02000427246094,218.32000732421875,212.4199981689453,216.38999938964844,209.7924041748047,42311800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-05,222.0399932861328,224.1199951171875,221.14999389648438,223.2899932861328,216.4820098876953,36080100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-06,222.25999450683594,224.36000061035156,218.02999877929688,223.72000122070312,216.89889526367188,25231900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-09,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,211.73141479492188,44395000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-10,214.5,216.5,209.72000122070312,211.00999450683594,204.57643127441406,44045100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-11,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,209.947509765625,29440800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-12,217.2100067138672,219.11000061035156,214.4600067138672,215.44000244140625,208.8713836669922,21593900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-13,216.36000061035156,217.4199981689453,214.16000366210938,216.50999450683594,209.9087371826172,18621100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-16,214.8699951171875,217.74000549316406,214.52000427246094,217.22999572753906,210.60679626464844,24953300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-17,216.10000610351562,217.67999267578125,214.0800018310547,214.4600067138672,207.9212188720703,24154100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-18,213.64999389648438,215.1699981689453,210.92999267578125,211.0800018310547,205.1800537109375,28372800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-19,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,206.4826202392578,24792700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-20,212.1999969482422,213.2899932861328,210.0,210.38999938964844,204.5093536376953,22843100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-23,210.9499969482422,212.2899932861328,208.16000366210938,210.11000061035156,204.2371826171875,25683500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-24,209.58999633789062,214.25,208.86000061035156,213.86000061035156,207.8823699951172,33979700,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-25,215.11000061035156,215.2899932861328,212.4600067138672,213.8699951171875,207.8920440673828,21012900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-27,214.85000610351562,216.27000427246094,214.0399932861328,215.22999572753906,209.21408081054688,14512200,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-11-30,214.10000610351562,214.75999450683594,210.83999633789062,214.07000732421875,208.0865020751953,33064800,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-12-01,214.50999450683594,217.32000732421875,213.35000610351562,216.2100067138672,210.1666717529297,30904500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-12-02,214.8800048828125,215.47000122070312,212.8000030517578,215.3699951171875,209.35015869140625,23724500,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-12-03,214.61000061035156,216.3800048828125,213.64999389648438,214.24000549316406,208.25173950195312,25120900,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-12-04,214.22000122070312,215.3800048828125,213.17999267578125,214.36000061035156,208.368408203125,24666000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-12-07,214.3699951171875,215.5399932861328,212.99000549316406,214.2899932861328,208.3003387451172,24620000,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-12-08,213.97000122070312,216.9499969482422,212.88999938964844,216.00999450683594,209.97225952148438,23284100,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-12-09,215.16000366210938,215.22999572753906,211.2100067138672,211.8000030517578,205.87991333007812,32440600,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-12-10,211.77000427246094,213.0800018310547,210.36000061035156,210.52000427246094,204.63571166992188,26733300,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
2020-12-11,210.0500030517578,213.32000732421875,209.11000061035156,213.25999450683594,207.29913330078125,30979400,0.0070999996,456.81,,0.89,13.263568,13.883489,31.804789
